student_id,final_test
AR3NE9,41.0
AYD8ZX,60.0
W4N9H7,72.0
87GW8N,82.0
8TT3RB,67.0
B53XNO,57.0
J11VYL,57.0
WV4R8K,71.0
ZWJJHL,59.0
I9SPHR,70.0
J4YWJQ,43.0
RFXHX4,50.0
X7HPJM,81.0
8CMCDK,49.0
YB0XDB,87.0
RS720I,83.0
SPDRCE,57.0
3YCKNW,56.0
JWW51W,100.0
7L9IMQ,46.0
PKEXSP,76.0
AUPAC8,91.0
7T0CMU,53.0
G6HK90,54.0
E5KDL3,50.0
HIJTRG,89.0
TP9VYP,51.0
96AXJK,95.0
RN1DKX,51.0
8LIMVW,94.0
EJUBLN,75.0
7TRACH,73.0
CFPZRN,63.0
H2MIYZ,52.0
ESPETH,78.0
FNCDFD,53.0
MZYHSW,45.0
IMDH6U,85.0
1GOWOE,58.0
GGSU2X,50.0
WVYETH,96.0
H34KD0,77.0
BASY1M,53.0
38GE9O,70.0
9WD8ET,73.0
CCB1BI,68.0
LU4DF9,58.0
DZKDOY,58.0
V344OJ,45.0
IGFIXA,73.0
X10TM4,82.0
XOYFY2,49.0
XSZPNB,80.0
HF2XJ4,53.0
V2PNEF,81.0
SU1M9K,94.0
LPKOVS,52.0
SGAGJF,62.0
BXKEYT,56.0
9A61J7,90.0
Z11KE9,71.0
RYHPB7,54.0
WQ98MV,49.0
CEJUYX,69.0
XTHCYB,90.0
LST55M,47.0
HPBFJP,72.0
BVOWBN,96.0
160129,82.0
0CZC9N,63.0
98AVPB,82.0
J2U7YA,62.0
UKAKB9,90.0
KEMV3Q,80.0
HUZ7GJ,93.0
J0ZZ25,55.0
7E0PDP,79.0
Z91IM0,74.0
4ZSYE9,53.0
APBWA6,48.0
S3QBP1,60.0
UQ2VIP,62.0
C7XQ1L,72.0
RBVAW8,52.0
YXWNE8,62.0
SM8Q6I,85.0
DPEGVO,77.0
XXPP5F,72.0
YEER34,70.0
U4PPXG,43.0
SOADR7,76.0
R1G5VC,79.0
XEDUYA,100.0
0RLFG1,76.0
B5A3CB,94.0
LCFDJ3,62.0
1KCB04,75.0
XLQD9C,73.0
ESF1QN,77.0
UILP9B,79.0
98ROXR,44.0
GVM6IS,65.0
8KRYT5,87.0
7JFO0R,37.0
EKKTYF,74.0
DQF0KS,63.0
FOV3UR,83.0
BDO42N,68.0
QAVT1C,44.0
5MHA77,74.0
I9NYBE,80.0
CBC76U,55.0
01TIS7,64.0
V1WCC0,65.0
OZ9OJL,62.0
YROJW9,77.0
5YGREI,65.0
KIKA1F,60.0
OBQOTL,78.0
7O2RVL,79.0
OJFU4B,78.0
0JGIYB,53.0
QX5ETD,85.0
935XMB,62.0
ZL03LC,57.0
AVMHHX,55.0
IBPTKL,62.0
Q51R43,54.0
TVNETN,50.0
W1JJ0K,90.0
W37A6R,49.0
WYQ4T3,73.0
T2JU7O,44.0
O253JB,62.0
3G9I11,82.0
PNGIQC,68.0
5HOYNE,79.0
ZFWWRE,75.0
TLLKJB,51.0
MFY57C,69.0
O64PJT,82.0
NSQEGB,91.0
6O4NUI,59.0
568WJ9,80.0
X9CMRS,49.0
2Q15VF,93.0
04OI98,80.0
GIM31Q,70.0
CBA8P5,57.0
2OYTF4,63.0
88JP0F,75.0
AILB75,44.0
247GAR,66.0
YM2RRA,69.0
1WKTM7,48.0
LA106B,78.0
WFKUS3,83.0
1WT4M9,75.0
ZNHXMF,65.0
18WST5,67.0
363OTL,69.0
87DSF8,79.0
W2IUNR,49.0
D4LJEP,67.0
JKS9IS,50.0
MHGCXN,69.0
3EE69G,81.0
2SEKXN,95.0
XCIQMK,51.0
KTWTWB,70.0
IIEWDN,56.0
Z3IIR1,91.0
ASXYHF,43.0
Z5P530,74.0
8OZN9A,43.0
VPJ7B6,58.0
L3PJTE,37.0
ODHQYY,48.0
ALMV9I,42.0
FCYS48,53.0
W3JLRL,66.0
LJMFKM,46.0
ARKZ8L,84.0
IJMQ5O,77.0
5Z0IOP,76.0
D537IR,70.0
BQY648,73.0
S157UQ,72.0
OKEXQM,71.0
D3PW7M,63.0
I1SANA,62.0
0EXFME,73.0
GWUXL8,67.0
QJ6VG9,69.0
QQ2WAH,59.0
9JAGAL,52.0
A538BJ,90.0
I4IHFV,55.0
91PRC6,78.0
YCEALZ,98.0
3FSZLX,75.0
D8ERM9,70.0
V5SPOV,52.0
LDPBY5,54.0
7DKJJA,56.0
FOO2UZ,89.0
PCHJ5G,79.0
EHA9NO,73.0
YSVJJD,81.0
NF4D3D,52.0
JX2RIN,69.0
7SUL0R,90.0
WPIQ63,60.0
6OWW4C,64.0
2WOZ9R,77.0
IW4466,49.0
K44JK5,77.0
LNE8QU,80.0
R55X4N,76.0
U30HKS,73.0
GWGRD2,54.0
5HBQKO,71.0
3JIYVD,81.0
VKIHO5,54.0
5W7E9Q,77.0
7QJIXN,62.0
P3R2VB,79.0
VIL1OI,71.0
2BAIIE,81.0
S4NFCB,69.0
N09DIT,73.0
Q0K5E5,80.0
POPKXB,59.0
USG0CY,72.0
HIDOXM,65.0
0O12QI,57.0
MQ64KX,79.0
AIPBBO,59.0
U6LVN7,78.0
9DRWMK,61.0
R8RW4R,69.0
PW213V,76.0
FW56TJ,94.0
OZSFPK,39.0
MK8EOU,79.0
M3SCSW,59.0
YLMKQG,80.0
QJHX76,53.0
0WGPAF,77.0
BR0EE4,70.0
Y4VLYX,81.0
RYN27P,60.0
S6CR5D,53.0
AM7ZU5,74.0
5C9XEC,59.0
3PHLXS,87.0
42XMTJ,60.0
JFZZ7V,78.0
VIVCU8,74.0
9P6IN8,57.0
7PH2K6,52.0
2LAB85,54.0
KKY8CL,86.0
JOTZ6S,53.0
ZMJQH3,78.0
VPRV2S,85.0
TYVQ9V,78.0
5I3Q5C,56.0
HIFLTC,79.0
QVMIRM,81.0
9889IY,95.0
0N3L8E,49.0
DSF5FC,50.0
GU623P,50.0
OZCUZ5,73.0
BKEMJN,73.0
207AB3,59.0
B76TCC,50.0
YGVFOR,68.0
XS46IY,74.0
CQ9NYS,65.0
UFFMJX,50.0
QLG7M4,78.0
8JC0WC,69.0
WZ4OZ6,81.0
3R8QIM,81.0
CGJFX1,52.0
PRPPV8,49.0
Q7EEQW,39.0
IB7QBI,69.0
0ZSRK8,80.0
I9NBW0,62.0
QB1CUO,51.0
EWNSO4,84.0
LKT2R8,66.0
J7W680,54.0
HXPCXP,55.0
53BCYV,42.0
1Y6NDQ,52.0
K3CFUO,90.0
DMF58B,69.0
TERVNP,53.0
J4LVXO,87.0
5P0IMR,39.0
K46EY1,54.0
Y962TM,76.0
X2DNO7,67.0
3L7XEA,67.0
UKEQ73,83.0
KUK8KS,43.0
9ULFQZ,79.0
IOOFOD,66.0
5MM39L,67.0
O20TFC,71.0
ZJURL3,79.0
TC2221,76.0
S36N3Z,57.0
O55HEH,71.0
3YYZXG,79.0
MIHHJM,79.0
V215D6,58.0
0CV8XX,69.0
ULVABV,90.0
3V3LVB,79.0
A4LFL0,63.0
JE992B,75.0
OMDTGV,50.0
BHEV7C,72.0
YCUAD6,65.0
HYI17V,57.0
G77PAE,50.0
DZHHM3,95.0
PW1Q2P,66.0
K0E16R,66.0
YYZ9FF,89.0
7AEZM1,46.0
HG2NP1,57.0
9HNL1Z,98.0
2TWXI1,50.0
SCGLDC,80.0
JLGNHO,59.0
I9JOIF,63.0
F3C5FS,78.0
67OTTH,44.0
7WPLU1,53.0
1USDG1,55.0
FRLWLL,67.0
EN6SH0,50.0
BJKCSW,85.0
5AA8AI,52.0
VYHN21,43.0
I4V0KE,76.0
ZQLP08,57.0
B9K2T8,70.0
Q5V5M8,89.0
V4NVDC,62.0
UQQ2H0,54.0
YY4DB3,93.0
32ZD34,51.0
L98T3U,59.0
2ENGBO,91.0
VW0OAT,56.0
YCBEZ5,84.0
IW8N0W,50.0
F3RUOR,62.0
QGK91U,57.0
C7M0NS,66.0
35PQCL,77.0
1AEWQT,77.0
K4Q615,84.0
QI04T7,56.0
QQ3COX,46.0
UY0QB7,74.0
1CQA1J,57.0
T203GI,57.0
QR4Z2V,51.0
6SEWFU,62.0
SQC3KS,32.0
ZOBJBS,44.0
ACXK4Y,91.0
V43DJF,54.0
EEP30Q,69.0
IKIRX2,69.0
5ZTBZO,81.0
Q5XP50,71.0
HC5VUH,49.0
F41F8V,80.0
1STNEB,48.0
2ZO5D4,64.0
CF2DSP,77.0
OJ95VI,83.0
UA2M7K,48.0
JF712F,79.0
9ISGZS,73.0
CR94NJ,94.0
TGK7V2,63.0
77POBP,46.0
2853DT,86.0
FW4HUD,47.0
AX1U3L,94.0
9WB9N1,61.0
U4RKJZ,77.0
1P1OFF,64.0
NYX6HA,81.0
HW0GSO,77.0
KIWZA0,45.0
DC660V,71.0
1L52VR,47.0
LHV71C,95.0
9EDM07,58.0
ADXUEE,48.0
WX8BLB,100.0
XRP601,53.0
J6NEBH,64.0
92D0XH,58.0
K1PXQC,59.0
CJRMCY,58.0
3P2BQU,75.0
ERAGUV,60.0
D2ESNG,68.0
DGF8U5,49.0
HQI7OX,46.0
P7A436,46.0
KM0NCR,50.0
DIM68A,83.0
T2J20Z,82.0
Z9UIZG,72.0
9XQV14,44.0
SM0K4Z,92.0
UGVN7O,48.0
T0WZ6S,82.0
YS1L5I,94.0
34UERC,56.0
5VSQNY,65.0
LW1DT0,71.0
X4GSAR,48.0
54EFKP,55.0
NC7QUD,61.0
JN6T8D,81.0
1SC1ND,69.0
B7ZFMA,68.0
G9Y62W,58.0
CP57JJ,65.0
HCBIZP,83.0
GS9HI9,66.0
L22J33,48.0
LIZLV8,73.0
BZRTPU,81.0
C1QUFQ,87.0
PH533Z,58.0
9SZLIA,62.0
7XMIUL,58.0
VU10XB,51.0
Q4ZKWI,80.0
MJ5JVH,79.0
O39OYQ,43.0
7UOYQS,68.0
56KRYI,58.0
NVUVCO,54.0
773LCU,85.0
QHBK7N,82.0
CINOTU,69.0
HCLYLO,96.0
JKEUNV,71.0
XLD5DF,65.0
ZTZTAI,87.0
72GN63,61.0
W8ZIZV,59.0
FIO3PI,44.0
NI0160,34.0
BDETHW,45.0
KXDY95,61.0
VKV2W3,82.0
7WV2S0,53.0
QCCJUE,79.0
IORT3O,54.0
ZAQGA8,90.0
C4VIUD,93.0
0DGDL3,94.0
6QH5OM,57.0
7FYNHV,69.0
O70OJB,62.0
V9ENHB,74.0
ZDXC18,64.0
2YKJ7I,52.0
TUJ0ZD,66.0
D5ST66,72.0
IR8SIL,80.0
JGSDZQ,54.0
XL8NOA,39.0
B7Z0KK,75.0
Q5HCPT,67.0
VEJ2QU,57.0
8249F7,72.0
WTDH0M,86.0
5IY6KO,72.0
6HOXT5,69.0
PK4YNZ,61.0
0YRN45,58.0
DPUW9M,58.0
TB9GKT,47.0
U7R2IJ,100.0
2XLFA4,72.0
GIU7EK,66.0
0HRA42,60.0
9BGGTX,70.0
JUWZWL,63.0
Q9MYYG,49.0
RRQV56,51.0
DCYTNP,52.0
XKEGR0,63.0
ZWDWYI,61.0
Z2G721,51.0
B73Y7K,89.0
YY10JC,76.0
A9FC4R,58.0
3FAF5T,78.0
OV22RV,87.0
IC1KS7,72.0
EU7NM2,42.0
18VIK6,61.0
IEVDQT,68.0
MCIBSA,76.0
9BO0HO,71.0
K8S6NX,54.0
8D0C0L,72.0
FN94U7,48.0
BPS132,68.0
7GG0QT,90.0
KDNXFS,91.0
8I4BYY,77.0
64B8NE,61.0
Z2IWTN,66.0
A8NNNT,71.0
MYQ0BX,58.0
A9ST1C,78.0
6AMMC9,82.0
BH02FZ,37.0
JIOT0G,58.0
MUUE39,41.0
M47L4O,46.0
X7HFUN,52.0
HX3LLX,62.0
OTM3EL,74.0
7TPVLL,71.0
P81FGO,60.0
087OBR,50.0
EXJDO4,70.0
ZQ3KFP,79.0
BVRZCN,54.0
VK2MVZ,91.0
W4MZ0W,58.0
OHU3TU,50.0
74O99W,58.0
H3Z74P,64.0
TMCO6F,79.0
DO0HFE,72.0
UE0APH,71.0
RFWHHN,83.0
EECD0Z,62.0
RO0L0M,61.0
AIKU8P,74.0
CNM63E,68.0
WPU65F,59.0
AT80Q0,70.0
OIYVWU,65.0
XX3CH5,53.0
L8QS2T,48.0
DYVOYO,93.0
YZOW7J,73.0
HD4M83,71.0
UKS17G,59.0
S5LMV3,83.0
X1QCLK,47.0
8WNFXU,73.0
PL0Y3B,63.0
FWVMI8,87.0
829NGP,48.0
97K68T,49.0
WHEXS1,78.0
1V4JUT,57.0
V945T0,56.0
PSJCHI,63.0
1FNLHR,90.0
BG4MGS,56.0
MPL04S,56.0
KQ9X8B,49.0
KIADEZ,78.0
FUVNAL,74.0
L85P47,59.0
B08XQE,86.0
Y1DV4V,50.0
O3KIB5,69.0
237OJ3,76.0
ZUYJH1,50.0
A2KEXR,86.0
R7V8LQ,40.0
21PLQ7,62.0
0DGNT0,71.0
CIUOF3,71.0
W3QNOA,48.0
XFI1VA,49.0
YV25R0,51.0
P0RUYJ,83.0
Y2I4F3,67.0
CZG1ZQ,61.0
FCTFNF,74.0
KD54RR,52.0
VRUHIS,63.0
48H426,71.0
TM7E3O,59.0
MG8M1C,92.0
3J18SL,66.0
W17LOL,67.0
2S50HE,53.0
7WTLAO,70.0
KFCTC1,74.0
OU5D33,63.0
I4X27Q,85.0
7YA9TW,74.0
6M5QW1,48.0
0KGUMG,48.0
B66UPK,46.0
FAEF0U,81.0
4ROPJ7,86.0
2PO0HF,49.0
BHL3WU,52.0
8OVGP6,81.0
4NMWGF,44.0
LNFETR,71.0
QS7V29,66.0
EDG1CI,65.0
CM9N3S,80.0
PV8W4B,62.0
4AEWYW,49.0
07EJOO,47.0
ZFRZLO,64.0
K26T5L,77.0
GIT3GN,59.0
9FMJDY,54.0
GX2ER3,52.0
4W5PDO,72.0
Y0XYEI,57.0
I9N3OF,72.0
2JD4IF,76.0
MUN34I,72.0
T06V93,65.0
B7FRU7,75.0
LDKWLQ,40.0
XSR98V,62.0
2TTE63,78.0
NF2BAO,51.0
6LWQ6K,53.0
8U05WQ,79.0
K2DZT8,67.0
2OAOQT,42.0
E9FA09,72.0
6N9GRC,47.0
26F89N,68.0
HNZ9BZ,42.0
KX91UQ,43.0
N0T06O,79.0
451ZSB,55.0
6PLSIY,53.0
AHOYYX,73.0
WDAGVR,47.0
L3VU2V,61.0
0FC4RY,68.0
U6FQFH,42.0
L56MAH,73.0
A88SSY,50.0
MCPHDS,52.0
1L7273,48.0
57KDRJ,75.0
8KR3MD,74.0
FPWZU6,78.0
JDUEUL,76.0
IQG2D3,70.0
EXVGIA,84.0
2OO3WC,64.0
IO4YUR,79.0
PY1HX9,54.0
JPAWGP,62.0
J4HHYQ,62.0
3LMUW3,77.0
T12HTB,70.0
L0E92E,46.0
BLDPYS,83.0
3WPWEY,77.0
7ZXD8G,68.0
WC7EWP,70.0
9K03SM,58.0
CKAQ6Q,68.0
445LD8,43.0
W6TE33,45.0
RW4YI7,49.0
0PPA1A,58.0
OWKI0Q,73.0
I0W79I,60.0
6PW6F2,83.0
VX2GDM,66.0
RF9Q2G,82.0
FGB791,43.0
E3KAOU,64.0
YFS44A,70.0
SJWJ1L,72.0
ZR7SO9,93.0
HSUJXH,45.0
5C3O2I,55.0
87OVMF,62.0
YH39DV,48.0
SGD2Z1,70.0
ENRYLD,58.0
16UGVJ,68.0
MB4S8W,61.0
PCIGW1,79.0
4PSVHN,91.0
20ERPJ,77.0
NVTROD,59.0
NVXP13,99.0
WXZ6LM,51.0
DBU82P,78.0
MKOOKY,51.0
DIU05E,56.0
BNRHSO,100.0
L99AIO,54.0
SNUEUF,80.0
70IO6T,56.0
NVZBLK,85.0
Y47I21,69.0
TFR6FY,70.0
SUFH34,38.0
DAOT03,73.0
48I39Y,63.0
4STZTB,59.0
RUXS0Z,66.0
B3ALKJ,85.0
P2TR4P,76.0
29C4IY,56.0
CSET25,85.0
JFE3S2,55.0
KC51KG,69.0
GNHKNR,72.0
WS5JEY,59.0
KZUDXY,60.0
LYC9XE,60.0
RFNYYC,67.0
7E4TBY,95.0
KM0BTE,88.0
SFOVU3,62.0
FLEZOL,77.0
QI72FZ,99.0
3EEMFB,95.0
X0MWME,58.0
XI2E19,61.0
GG4Q84,59.0
EDS8GP,70.0
ZF4NK4,76.0
2IWCW9,59.0
XCVL8C,53.0
MQBJ9G,63.0
BP40ZQ,64.0
ZU5W4B,69.0
UIWX6V,80.0
E8GCLE,68.0
ZL6S20,41.0
PJDIJL,76.0
W0JIGR,85.0
Q4E33S,70.0
PBUHCW,43.0
668HCZ,73.0
4GHBA0,59.0
6I9UN5,78.0
I796KX,71.0
G86O3K,65.0
HOEOLR,63.0
1393TK,79.0
XG140M,60.0
NJ8RFS,73.0
Y7D336,74.0
EBYG2S,59.0
FOU7I1,39.0
T50Y1K,74.0
KKQY2N,81.0
BVQPIF,62.0
RDOG5R,62.0
WPDGC7,82.0
9D6PSO,56.0
Q9TF2P,40.0
RRC1AC,83.0
LG3438,48.0
Y84VP4,70.0
N4UV64,49.0
Z8QGMP,52.0
PF8HOZ,92.0
ACGN2Q,74.0
JH126F,80.0
1A7QSH,62.0
0E4K0R,64.0
ED45O1,71.0
9T8AJY,74.0
2ELYS5,70.0
D5EC4R,63.0
63DHMW,50.0
UWTS2G,56.0
RM37Y3,76.0
K1IEG0,81.0
JNO57L,67.0
RZKHSM,53.0
EMFIOJ,71.0
0EEA95,61.0
DS0QOH,37.0
7SA6DG,62.0
7MWHJZ,74.0
H2HWDE,48.0
JM8FJ4,75.0
RK2Z5R,62.0
SYZLLE,75.0
41EKR3,74.0
FKUBD7,55.0
XXH195,70.0
JJCPDX,79.0
X00DGQ,83.0
GDCGJ4,72.0
HDV6H7,45.0
3HR9X8,90.0
YVQJP3,68.0
LBTV5I,61.0
DUESU4,70.0
86OF5D,72.0
W5OOP1,48.0
5B9WCD,54.0
MWW9DQ,62.0
ZKG08I,80.0
VOA359,54.0
JWZO7H,65.0
0MSHII,88.0
FLI0EM,81.0
3XAW1R,100.0
EKY2XD,55.0
S3GSNF,59.0
1G5005,46.0
DKRQX3,61.0
HT2ZSO,54.0
8215Z3,74.0
L0BTKG,75.0
IM7M7O,69.0
QPFNQU,62.0
MHQTHN,60.0
2149BG,93.0
HYGCWC,80.0
HD42JI,100.0
EZ6PH4,45.0
Y6QROE,76.0
3ORSNU,71.0
BQTDOK,59.0
FAS28C,74.0
3QLUI0,49.0
RABNWC,71.0
WCVUSL,62.0
8SF9NM,94.0
Y5JXZZ,83.0
NUAQ55,75.0
4X5KOJ,59.0
DTNZ2E,54.0
18DJBE,67.0
P322T7,80.0
M50NUV,73.0
B3SXY2,79.0
EJVJQX,65.0
FLO3WF,56.0
IRA5OV,71.0
J4PNE9,82.0
GLH7AB,59.0
8OFSQ7,77.0
8IYVRX,68.0
4ZY5NW,80.0
ICOIJC,41.0
BAV06O,62.0
KJ3LIL,79.0
V9YY3M,41.0
4PYNQV,60.0
7IK5IU,72.0
9B2MSU,49.0
J35E0N,47.0
C0YHL2,55.0
13V8JS,63.0
B7GSNE,61.0
PA9VRZ,65.0
9EB2TU,71.0
8EBQQY,92.0
81SYVP,48.0
C4IW5Q,91.0
UNO5QG,69.0
0HTPSQ,53.0
LBOZZL,92.0
JO2AP9,44.0
YHLDP7,50.0
LVOJCZ,54.0
E5BJ87,49.0
ISQ393,79.0
586QHN,95.0
LBFQME,81.0
P379MS,91.0
5QB976,54.0
BBY9XL,71.0
SE83AQ,71.0
WOBOZ0,75.0
0BYXMC,88.0
3G0RSF,44.0
0JCTMC,80.0
41AWOZ,70.0
E74RNL,67.0
1GE0ZY,48.0
4Z9H6H,52.0
WMT4WV,74.0
GJPMXZ,77.0
SMIEL9,67.0
UT1F28,65.0
CLZ5ZI,83.0
DZMXI7,50.0
IOZZDV,42.0
QGEIYW,43.0
P4QVBF,40.0
10C6I1,59.0
DZ5JLO,68.0
E9M6DK,60.0
TF5S5K,76.0
X1LWX3,73.0
O2BWFA,74.0
JWPAZL,47.0
1H67CV,79.0
M30F3P,69.0
V4VQSH,62.0
SFFZZ6,34.0
YT4TDZ,57.0
LSLX2H,91.0
E2S3VU,95.0
EEZ7MH,59.0
LJFYPL,70.0
KQDWSM,42.0
Q1OEL7,51.0
TZ8WBO,49.0
UBZ3HF,72.0
3PVJK0,73.0
IUQW3F,83.0
9QYYPE,75.0
NC7QA6,74.0
7JL391,60.0
IPJWB9,78.0
PW1Q40,76.0
G8TAEF,87.0
2H5FNJ,51.0
272H8H,56.0
AM5ND0,69.0
0M8JO9,51.0
L7MD7Q,63.0
QP8ZJK,80.0
FN0U22,81.0
H0A90Q,89.0
BVRLB0,70.0
GMOLNR,85.0
XRXAJY,55.0
R53QIO,73.0
6165NF,69.0
B9ABY9,60.0
9OFRRL,74.0
HCT3EK,71.0
D3OSS4,75.0
6LTHTM,47.0
GF8OCC,54.0
W7UIMX,67.0
2AVXSD,51.0
UOBPEV,96.0
VETJ8O,71.0
L5PVB5,53.0
MNARV4,71.0
73BPAW,70.0
15JZZX,88.0
IWFKHX,44.0
VEOK0O,78.0
6M7ZUD,68.0
YJOFQX,49.0
KXKOES,58.0
VL3ZKL,94.0
ATE8S7,61.0
1XO5OQ,52.0
3ZIQUS,69.0
VDY8OL,69.0
LZ5E59,57.0
HTKVKQ,80.0
SXZWBH,57.0
AC3N91,83.0
LNZ85S,73.0
ZAGNH6,69.0
G7PLEL,75.0
CGRXK9,61.0
56RUUF,58.0
J4FIA6,81.0
I6Q6OL,69.0
3PBWC0,88.0
G0YDTP,79.0
KKLZH4,76.0
2G70D2,84.0
F2VMN6,87.0
H58X7J,93.0
7CCEUL,98.0
SKM7MV,54.0
RD1G98,90.0
6U3IA3,71.0
B9FNIL,79.0
FIXA2E,76.0
780QOV,54.0
LVX5Y6,42.0
P0QO1Z,67.0
SQUB70,70.0
EUN327,79.0
G4RE7U,48.0
IR19JJ,79.0
GWQRF2,96.0
6DJ9VJ,86.0
BXGFHP,67.0
TWZ461,83.0
CF5A3T,50.0
1I0JI0,41.0
NCC33X,39.0
BDEJ3H,80.0
ECHL74,96.0
WCWQX3,75.0
XC2JLT,78.0
I06YXQ,46.0
X3XF4T,70.0
AW6ZDW,53.0
1AGFDN,69.0
8OUSKJ,74.0
O4AZMP,61.0
V80XSJ,54.0
L9I974,91.0
HZRPCS,89.0
VYYUEK,80.0
AHS6SZ,92.0
VVPLW5,79.0
K6LJDH,72.0
Z68BOQ,57.0
F14Y7R,94.0
4EOAFN,54.0
U8RXTI,69.0
ARMOVK,65.0
3W31SE,89.0
7JP61Y,61.0
TNGIZC,65.0
PT96E3,58.0
IMTPUC,57.0
S952QU,66.0
ZWQWXC,59.0
2PWVSY,63.0
RCFQZR,84.0
VECIHP,91.0
CP3WD3,50.0
MWDPI3,72.0
8IIM4S,50.0
CGOL2P,92.0
43SC3X,55.0
A0G8ZM,100.0
S2X8CO,92.0
1VG2SH,58.0
K9JCTY,53.0
1ZY1TH,63.0
WK61DY,74.0
O2AFOR,74.0
OWOL5F,90.0
4WK2MR,51.0
7L5XFU,69.0
QYT2MZ,79.0
LB8MMH,51.0
QWKOND,86.0
PEMB4X,72.0
UVIBQD,85.0
GMFFFI,85.0
M5C5X7,74.0
40J8X7,72.0
KGUVYT,58.0
C5SNUG,54.0
DCC2KL,81.0
4JDJH1,94.0
M1HF8V,82.0
A29B3K,79.0
B65ODX,48.0
4VED9C,62.0
F85TOG,48.0
OAJ917,100.0
PZO6JY,40.0
DTIJ5G,50.0
15IB60,63.0
04UE6S,75.0
PFYPVZ,67.0
B6DY8W,58.0
G07AUB,61.0
K0GC9O,62.0
K3KFQV,39.0
SY056E,74.0
8CBRCX,57.0
04LT0I,77.0
BR1BVT,96.0
2RIB25,78.0
O2TZMZ,48.0
X9RC15,55.0
OIY99J,82.0
HBVC04,82.0
G2G37K,62.0
3LURTM,73.0
ROZ4KT,48.0
B77DM6,58.0
F0VUE6,41.0
RA1L26,87.0
W6XTBM,82.0
L1WYJV,77.0
MRJZJP,58.0
T1FCGD,67.0
0C96ZX,56.0
E2IMF7,56.0
75O9EQ,62.0
CZH0OA,45.0
W46GBE,64.0
6ACMVJ,69.0
MRXVR7,67.0
N7YMI2,46.0
QWLACY,82.0
DE9CVZ,55.0
WH3IG2,67.0
QLH1I4,65.0
RLVEJW,57.0
R112SS,81.0
IQ7347,69.0
XJZX4F,68.0
Q1ZQMD,53.0
P3TYAK,54.0
0Q96JP,80.0
YM3Q0E,76.0
B4GH5C,74.0
D9VNRE,56.0
3D8KTI,72.0
U9W6DR,64.0
Y72RW4,45.0
LDCS4N,76.0
FRSS0N,68.0
40C4SD,52.0
JZ3KAM,76.0
QVLYGV,39.0
QS5M1M,42.0
4AY2BO,44.0
PBVYRU,62.0
ESFSJC,92.0
I3NBKT,41.0
PLBHRW,94.0
KGGYG2,80.0
6PR9VF,70.0
ZVPEKZ,85.0
O78F0P,76.0
QA8TNU,63.0
WMDDN9,64.0
8VCULT,58.0
GOP2A3,85.0
MW0L2S,51.0
O1SNPS,55.0
SRKZNZ,69.0
WYKM5E,69.0
YULMF8,53.0
AX2O4M,68.0
VR30N2,69.0
8CG2LV,55.0
Z3V9FQ,59.0
Y0JPB2,49.0
8S5999,91.0
F6DNAX,91.0
VYK0XV,75.0
CJUI1H,52.0
NVY7DO,80.0
NRP1QB,90.0
CN7SOI,79.0
NUNZW4,74.0
ZBD5QC,61.0
HIWQOZ,75.0
QEKA1Z,58.0
YWNO15,75.0
8LZIO5,79.0
GQUJV4,81.0
ZQE41N,55.0
I76E2I,53.0
0X4991,71.0
BRBY1Y,72.0
6YA6FE,75.0
5C6Z3C,63.0
RKCXD7,91.0
9GKXNV,64.0
33OK38,56.0
AZ27XY,55.0
4HOLLM,77.0
VXRTR8,74.0
ZLMGBY,64.0
XF0IZ1,89.0
8KT2PO,71.0
0WFX5X,49.0
8SPHDW,54.0
01KA5E,68.0
XQPPKU,44.0
6KYS0J,65.0
J90CH5,54.0
LPEGSZ,79.0
50WHE8,74.0
0J0ARA,89.0
5682EQ,52.0
MYKPGN,79.0
V6VDEX,60.0
4CH949,75.0
RNVAY9,62.0
0ZOKE1,68.0
OAQCJI,58.0
D04ZFB,75.0
AWCHQN,55.0
BXBUX6,72.0
KGV4LV,49.0
SBX4PI,71.0
G6WPHT,61.0
607ZK5,75.0
NHRP46,74.0
BAN925,77.0
9IFHW6,77.0
D2IO3X,48.0
A9SOWT,72.0
B491OX,83.0
BRKIW9,80.0
39LQEV,74.0
6A5F8E,74.0
K2OEJC,81.0
9VC1UW,41.0
CP9XKI,78.0
X5JD48,42.0
7334E4,82.0
OJW09D,64.0
C89M3J,95.0
HBWUVV,72.0
WT5VCR,44.0
VG6FNC,48.0
BVSJOG,53.0
3R7P9U,70.0
8Q830B,74.0
8QXU8S,57.0
H95TPO,74.0
B092BL,63.0
Y5R31Y,81.0
S79U4B,71.0
VLUE31,60.0
A89TET,75.0
04HTJY,59.0
S5OPX1,85.0
998T2O,78.0
3EQYX7,74.0
CYV6J8,67.0
DOHXNR,96.0
APP30W,61.0
US95CA,81.0
7HCSSZ,68.0
PPK558,80.0
X13EJ7,49.0
3U1P0V,67.0
WXUX76,45.0
QGTJZ1,54.0
29ZBBS,52.0
832RLW,73.0
PUNKFV,83.0
O2QJ4Q,69.0
R7URIY,50.0
PL5PTC,100.0
RW43LE,71.0
H3ZXC9,79.0
OSH7N7,75.0
KJGY7L,72.0
TGQXS9,59.0
H33CYM,73.0
IRM6ZC,51.0
JOWF4F,50.0
0779GT,49.0
TOLYT4,94.0
0KIUK3,92.0
2QFT5D,42.0
8RJ1VC,55.0
H93S3G,74.0
781SQD,63.0
8TQ03U,47.0
G6EX80,93.0
2JOA9V,58.0
